time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1665	-6.90593	4.76947	2.36859	-0.525112	radar	1.93652	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3319	-6.64208	4.892	2.30624	-0.56758	lidar	3.03266	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4996	-6.46409	4.87975	2.27231	-0.590946	radar	3.461	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5915	-6.33794	4.71839	2.24925	-0.585669	lidar	5.28545	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7326	-6.15029	4.71905	2.2201	-0.582255	radar	0.298034	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9178	-5.93987	4.80017	2.19634	-0.574415	lidar	2.81398	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0496	-5.73374	4.81333	2.16708	-0.56737	radar	1.83579	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1809	-5.56758	4.75943	2.14914	-0.555715	lidar	0.382688	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3355	-5.38217	4.77794	2.1482	-0.497181	radar	1.29549	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4824	-5.15347	4.83971	2.12127	-0.498769	lidar	0.604426	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6134	-4.97902	4.80897	2.12317	-0.438589	radar	6.1329	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7277	-4.8139	4.73429	2.10947	-0.429582	lidar	0.545699	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8478	-4.60787	4.74103	2.09045	-0.421825	radar	0.134196	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9636	-4.35877	4.81081	2.05849	-0.434394	lidar	0.556778	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0708	-4.13594	4.79649	2.0046	-0.527145	radar	11.4077	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1642	-3.84222	4.91876	1.9585	-0.549905	lidar	1.85532	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2376	-3.60115	4.91533	1.89966	-0.630847	radar	3.30621	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2638	-3.33354	4.93854	1.84444	-0.658402	lidar	4.20023	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3144	-3.08736	4.94302	1.79797	-0.689441	radar	0.238073	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3347	-2.85777	4.90274	1.75484	-0.700506	lidar	1.39932	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3946	-2.63408	4.88001	1.73844	-0.661891	radar	1.66151	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4673	-2.49619	4.7113	1.73201	-0.636429	lidar	5.95246	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5242	-2.26234	4.72332	1.72109	-0.586991	radar	1.19956	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5731	-2.07173	4.65114	1.70266	-0.576326	lidar	1.13692	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6049	-1.83693	4.65978	1.68768	-0.535616	radar	2.04234	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6034	-1.58405	4.69014	1.64942	-0.54838	lidar	1.14939	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5996	-1.35819	4.67135	1.60406	-0.591717	radar	1.61997	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6032	-1.13033	4.66084	1.57455	-0.591843	lidar	0.0105292	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6331	-0.909224	4.64429	1.56218	-0.564439	radar	5.16573	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6453	-0.651956	4.69543	1.53974	-0.556591	lidar	0.637041	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6322	-0.410389	4.71483	1.49811	-0.596714	radar	2.27072	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5868	-0.103916	4.84824	1.45747	-0.606556	lidar	2.63477	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5677	0.136696	4.85242	1.42819	-0.612434	radar	2.7511	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.544	0.437516	4.96867	1.40398	-0.602332	lidar	1.5349	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.533	0.677928	4.94924	1.40048	-0.545019	radar	1.81676	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.963486	5.02667	1.38952	-0.524678	lidar	2.7826	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4884	1.23043	5.0505	1.38806	-0.455653	radar	6.69347	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4334	1.46105	5.01938	1.36197	-0.45998	lidar	0.160374	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3937	1.67797	4.95929	1.34972	-0.434733	radar	8.32094	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3413	1.88035	4.88568	1.32703	-0.436914	lidar	0.506536	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2716	2.11121	4.88337	1.29455	-0.463927	radar	0.368787	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2116	2.2956	4.78838	1.27065	-0.466031	lidar	0.871571	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1485	2.52165	4.77235	1.26066	-0.431128	radar	0.571749	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0712	2.76613	4.80679	1.24015	-0.429386	lidar	0.110243	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9744	2.98796	4.826	1.1904	-0.505622	radar	3.12838	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8714	3.27543	4.94926	1.16903	-0.499057	lidar	1.42379	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7881	3.50678	4.95328	1.14901	-0.496457	radar	2.1088	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6828	3.70214	4.90086	1.11957	-0.50286	lidar	0.299368	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5661	3.90854	4.88567	1.08692	-0.517913	radar	1.14623	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5007	4.07984	4.78021	1.07159	-0.507994	lidar	3.74706	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.378	4.27929	4.77001	1.04122	-0.516836	radar	0.593758	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2163	4.50187	4.82658	1.0055	-0.527053	lidar	2.07554	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0667	4.69718	4.80507	0.984276	-0.49616	radar	9.00707	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9488	4.88997	4.78352	0.96408	-0.491305	lidar	0.409825	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7929	5.07976	4.78549	0.933889	-0.495238	radar	2.32107	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6229	5.29925	4.85395	0.907661	-0.495102	lidar	0.959172	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4505	5.47622	4.87509	0.860206	-0.547088	radar	0.852169	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2621	5.64867	4.88152	0.821707	-0.560058	lidar	1.20463	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0976	5.80706	4.86391	0.783617	-0.585534	radar	3.08883	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9228	5.96628	4.84865	0.751397	-0.589532	lidar	0.034981	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7816	6.15235	4.76847	0.769774	-0.473966	radar	4.82153	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6158	6.30716	4.74774	0.74524	-0.475694	lidar	0.0713552	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4678	6.47999	4.71306	0.744772	-0.426875	radar	1.61441	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2394	6.71744	4.8868	0.734947	-0.407655	lidar	4.3271	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0438	6.85755	4.85942	0.707714	-0.408693	radar	5.50364	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8298	7.03471	4.92059	0.687043	-0.407401	lidar	0.9845	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6163	7.16906	4.93635	0.646377	-0.446727	radar	1.66915	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4331	7.31199	4.91401	0.626542	-0.444322	lidar	0.30182	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2012	7.43966	4.9893	0.571033	-0.523735	radar	2.55553	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0194	7.60211	4.99423	0.562549	-0.502527	lidar	2.10095	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8348	7.7785	4.96784	0.577781	-0.419833	radar	5.65405	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6282	7.91996	4.97501	0.560299	-0.415393	lidar	0.0432075	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4375	8.05511	4.94136	0.550701	-0.393181	radar	1.57372	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2182	8.07806	4.82157	0.489478	-0.446368	lidar	4.65613	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.027	8.23478	4.7744	0.511229	-0.350074	radar	5.78128	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8506	8.38915	4.77843	0.515621	-0.323098	lidar	2.94995	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.606	8.50036	4.86415	0.475495	-0.379866	radar	4.77874	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3539	8.64391	4.95122	0.464051	-0.368652	lidar	1.30533	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.155	8.77807	4.90033	0.476144	-0.301419	radar	1.44996	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9603	8.87523	4.85295	0.45944	-0.30442	lidar	0.586274	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.761	8.99478	4.80713	0.464892	-0.257184	radar	0.95279	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5428	9.06273	4.76923	0.435546	-0.277966	lidar	0.725485	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2991	9.17204	4.84356	0.413448	-0.302188	radar	4.65379	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0097	9.26777	4.93957	0.388088	-0.312946	lidar	6.11902	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7927	9.35005	4.92257	0.366893	-0.326316	radar	1.71099	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5354	9.455	4.98084	0.354688	-0.320088	lidar	0.703373	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2684	9.48314	5.03931	0.289257	-0.419216	radar	5.76166	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9683	9.62203	5.19219	0.291385	-0.387379	lidar	2.97433	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7206	9.72155	5.16298	0.299307	-0.324386	radar	2.91481	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4435	9.831	5.24033	0.295331	-0.3074	lidar	0.76791	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1921	9.91261	5.25233	0.281539	-0.308153	radar	0.394705	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9184	10.0368	5.33084	0.287097	-0.280783	lidar	0.846446	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6597	10.1087	5.33558	0.271381	-0.283929	radar	0.0410979	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.415	10.2098	5.34264	0.271433	-0.266513	lidar	1.07883	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1539	10.2827	5.36297	0.255066	-0.277772	radar	0.464365	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9286	10.2915	5.26254	0.219672	-0.305555	lidar	1.16702	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6795	10.3596	5.2398	0.216158	-0.279629	radar	0.264219	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.47	10.3371	5.10693	0.172361	-0.318843	lidar	2.10878	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1695	10.3646	5.23967	0.13068	-0.382312	radar	7.55451	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9093	10.4165	5.25439	0.120205	-0.371103	lidar	0.219499	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.669	10.4519	5.14022	0.126752	-0.298504	radar	6.65686	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4343	10.4075	5.06007	0.0790933	-0.342146	lidar	2.15482	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.175	10.4316	5.06531	0.0671021	-0.330504	radar	0.564449	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8569	10.5983	5.25709	0.118799	-0.237551	lidar	7.7013	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5986	10.6657	5.22041	0.140693	-0.163739	radar	1.71362	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3561	10.6578	5.16999	0.113034	-0.189354	lidar	0.70624	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0918	10.6827	5.19392	0.0981615	-0.203181	radar	0.259098	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8352	10.7806	5.23141	0.120589	-0.161744	lidar	3.77597	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5667	10.8346	5.25032	0.126023	-0.138629	radar	1.20848	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3421	10.7917	5.14905	0.0864521	-0.18012	lidar	2.1755	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0843	10.8296	5.13843	0.091585	-0.149593	radar	0.41368	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8379	10.8956	5.14591	0.102899	-0.126129	lidar	1.93413	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5582	10.9167	5.19213	0.0920185	-0.136255	radar	2.70326	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3347	10.9273	5.12607	0.0796631	-0.143657	lidar	0.827033	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0717	10.8537	5.2087	-0.00829597	-0.319749	radar	9.51525	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.777	10.8251	5.25715	-0.0343286	-0.331438	lidar	2.71337	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.523	10.8219	5.23203	-0.0439623	-0.315774	radar	0.256682	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2922	10.8122	5.18131	-0.0592898	-0.316255	lidar	1.00903	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.045	10.8702	5.07859	-0.0124463	-0.17986	radar	6.75717	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78133	10.9214	5.11605	0.00350629	-0.147307	lidar	2.01698	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55609	10.8971	5.05099	-0.0149365	-0.160116	radar	3.92154	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29274	10.9266	5.08243	-0.00759076	-0.140532	lidar	0.685246	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05029	10.9041	5.04419	-0.019801	-0.139817	radar	2.5649	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78222	10.9395	5.08676	-0.00828717	-0.116541	lidar	1.00103	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.54746	10.8922	5.03778	-0.0345927	-0.142563	radar	6.41789	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.39373	10.8065	4.83867	-0.0793039	-0.190021	lidar	4.7581	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.14435	10.8183	4.83504	-0.0657167	-0.144873	radar	1.43042	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79217	10.8759	5.05442	-0.033615	-0.0932674	lidar	5.74631	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52822	10.8775	5.05364	-0.0222673	-0.0537022	radar	1.86097	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25	10.8684	5.09921	-0.024899	-0.0533765	lidar	0.632709	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01201	10.9022	5.04146	0.0074417	0.0236623	radar	3.04386	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
